,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
10,2.0,2.0,1.0760371450457595,1.0760371450457595,0.0,0.0,0.2,0.2,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,122.75,116.16666666666667,0.0,2.0,0.0,2.0,0.0,2.0
11,1.0,2.0,1.0157158697472337,1.0157158697472337,0.0,0.0,0.2727272727272727,0.18181818181818182,0.2,0.0,0.09090909090909091,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,122.75,115.0,0.0,1.0,0.0,2.0,0.0,2.0
12,1.0,2.0,1.019576791239933,1.019576791239933,0.0,0.0,0.25,0.16666666666666666,0.2,0.0,0.08333333333333333,0.08333333333333333,0.0,0.25,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,122.75,113.375,0.0,2.0,0.0,2.0,0.0,2.0
13,2.0,2.0,1.023882388238824,1.023882388238824,0.0,0.0,0.23076923076923078,0.15384615384615385,0.2,0.0,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,122.75,114.33333333333333,0.0,5.0,0.0,1.0,0.0,1.0
14,1.0,2.0,1.0286239916977216,1.0286239916977216,0.0,0.0,0.21428571428571427,0.14285714285714285,0.2,0.0,0.07142857142857142,0.14285714285714285,0.0,0.21428571428571427,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,122.75,113.6,0.0,1.0,0.0,2.0,0.0,2.0
15,1.0,2.0,1.0386167856263846,1.0386167856263846,0.0,0.0,0.2,0.13333333333333333,0.2,0.0,0.06666666666666667,0.13333333333333333,0.0,0.26666666666666666,0.0,0.13333333333333333,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,122.75,114.72727272727273,0.0,4.0,0.0,1.0,0.0,2.0
16,2.0,1.0,1.021644666721325,1.021644666721325,0.0,0.0,0.1875,0.125,0.16666666666666666,0.0,0.125,0.125,0.0,0.25,0.0,0.125,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,118.4,114.72727272727273,3.0,0.0,2.0,0.0,1.0,0.0
17,1.0,1.0,1.0243167776971616,1.0243167776971616,0.0,0.0,0.17647058823529413,0.11764705882352941,0.14285714285714285,0.0,0.11764705882352941,0.11764705882352941,0.0,0.23529411764705882,0.0,0.11764705882352941,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,120.83333333333333,114.72727272727273,3.0,0.0,2.0,0.0,2.0,0.0
18,1.0,1.0,1.0114576219743532,1.0114576219743532,0.0,0.0,0.2222222222222222,0.1111111111111111,0.125,0.0,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,121.71428571428571,114.72727272727273,3.0,0.0,1.0,0.0,2.0,0.0
19,2.0,1.0,1.0240068330149374,1.0240068330149374,0.0,0.0,0.21052631578947367,0.10526315789473684,0.1111111111111111,0.0,0.10526315789473684,0.10526315789473684,0.0,0.21052631578947367,0.0,0.10526315789473684,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,122.0,114.72727272727273,4.0,0.0,2.0,0.0,2.0,0.0
20,1.0,1.0,1.0200265702721907,1.0102081268582757,0.0,0.0,0.2,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.0,0.1,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,122.11111111111111,114.72727272727273,5.0,0.0,1.0,0.0,1.0,0.0
21,1.0,1.0,0.9586246272917592,1.013561919900088,0.0,0.0,0.19047619047619047,0.09523809523809523,0.09090909090909091,0.0,0.09523809523809523,0.09523809523809523,0.0,0.19047619047619047,0.0,0.09523809523809523,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,118.4,114.72727272727273,4.0,0.0,2.0,0.0,1.0,0.0
22,1.0,2.0,1.0103611207243604,1.0240672815215153,0.0,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.13636363636363635,0.0,0.18181818181818182,0.0,0.09090909090909091,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,118.4,115.83333333333333,0.0,4.0,0.0,2.0,0.0,2.0
23,1.0,2.0,1.0413289833980535,1.050119368982789,0.0,0.0,0.21739130434782608,0.08695652173913043,0.09090909090909091,0.0,0.08695652173913043,0.13043478260869565,0.0,0.17391304347826086,0.0,0.08695652173913043,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,118.4,115.07692307692308,0.0,1.0,0.0,2.0,0.0,2.0
24,2.0,2.0,1.0191696693232042,1.031349087374054,0.0,0.0,0.20833333333333334,0.125,0.09090909090909091,0.0,0.08333333333333333,0.125,0.0,0.20833333333333334,0.0,0.125,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,118.4,115.5,0.0,4.0,0.0,2.0,0.0,2.0
25,2.0,2.0,1.0202277749447561,1.0321714528098094,0.0,0.0,0.2,0.16,0.09090909090909091,0.0,0.08,0.12,0.0,0.24,0.0,0.16,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,118.4,115.6,0.0,4.0,0.0,2.0,0.0,2.0
26,2.0,2.0,1.0213022235291456,1.0303927820887602,0.0,0.0,0.19230769230769232,0.15384615384615385,0.09090909090909091,0.0,0.07692307692307693,0.11538461538461539,0.0,0.23076923076923078,0.0,0.15384615384615385,0.0625,0.0,0.0625,0.0,0.0,0.0,118.4,115.9375,0.0,5.0,0.0,1.0,0.0,1.0
27,2.0,2.0,1.0299055761204758,1.0336107460943202,0.0,0.0,0.18518518518518517,0.18518518518518517,0.09090909090909091,0.0,0.07407407407407407,0.1111111111111111,0.0,0.2222222222222222,0.0,0.14814814814814814,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,118.4,116.29411764705883,0.0,5.0,0.0,1.0,0.0,2.0
28,2.0,1.0,1.0344109758259605,1.0338040578168246,0.0,0.0,0.17857142857142858,0.17857142857142858,0.16666666666666666,0.0,0.10714285714285714,0.10714285714285714,0.0,0.21428571428571427,0.0,0.14285714285714285,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,118.4,116.29411764705883,2.0,0.0,1.0,0.0,0.0,0.0
29,2.0,1.0,1.0316176719899637,1.031283511444736,0.0,0.0,0.1724137931034483,0.1724137931034483,0.23076923076923078,0.0,0.13793103448275862,0.10344827586206896,0.0,0.20689655172413793,0.0,0.13793103448275862,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,118.4,116.29411764705883,4.0,0.0,1.0,0.0,0.0,0.0
30,1.0,1.0,0.9651501803842604,0.9962733153537144,0.0,0.0,0.2,0.16666666666666666,0.21428571428571427,0.0,0.13333333333333333,0.1,0.0,0.23333333333333334,0.0,0.13333333333333333,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,117.0,116.29411764705883,2.0,0.0,1.0,0.0,2.0,0.0
31,2.0,1.0,0.9637494679956055,0.9795626067316697,0.0,0.0,0.1935483870967742,0.1935483870967742,0.2,0.0,0.12903225806451613,0.0967741935483871,0.0,0.25806451612903225,0.0,0.16129032258064516,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,115.66666666666667,116.29411764705883,2.0,0.0,2.0,0.0,2.0,0.0
32,1.0,1.0,0.9626150354981056,0.9811654293508504,0.0,0.0,0.1875,0.1875,0.1875,0.0,0.125,0.09375,0.0,0.25,0.0,0.15625,0.058823529411764705,0.0625,0.058823529411764705,0.0,0.0,0.0625,116.23076923076923,116.29411764705883,3.0,0.0,1.0,0.0,0.0,0.0
33,1.0,1.0,0.9546146755901097,0.977731347667332,0.058823529411764705,0.0,0.21212121212121213,0.18181818181818182,0.17647058823529413,0.0,0.12121212121212122,0.09090909090909091,0.0,0.24242424242424243,0.0,0.15151515151515152,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.0,0.11764705882352941,117.0,116.29411764705883,5.0,0.0,1.0,0.0,1.0,0.0
34,1.0,1.0,0.9490294005816405,0.9770937771316992,0.1111111111111111,0.0,0.23529411764705882,0.17647058823529413,0.16666666666666666,0.0,0.11764705882352941,0.08823529411764706,0.0,0.23529411764705882,0.0,0.14705882352941177,0.058823529411764705,0.1111111111111111,0.058823529411764705,0.0,0.0,0.1111111111111111,117.53333333333333,116.29411764705883,4.0,0.0,2.0,0.0,0.0,0.0
35,1.0,1.0,0.974189773943109,0.9993902849936301,0.15789473684210525,0.0,0.2571428571428571,0.17142857142857143,0.15789473684210525,0.0,0.11428571428571428,0.08571428571428572,0.0,0.22857142857142856,0.0,0.14285714285714285,0.058823529411764705,0.10526315789473684,0.058823529411764705,0.0,0.0,0.10526315789473684,118.5,116.29411764705883,5.0,0.0,1.0,0.0,1.0,0.0
36,2.0,2.0,0.9849153731335409,1.0001359014590874,0.15789473684210525,0.0,0.25,0.16666666666666666,0.15789473684210525,0.0,0.1111111111111111,0.08333333333333333,0.0,0.2222222222222222,0.0,0.1388888888888889,0.05555555555555555,0.10526315789473684,0.05555555555555555,0.0,0.0,0.10526315789473684,118.5,116.77777777777777,0.0,4.0,0.0,2.0,0.0,1.0
37,2.0,2.0,0.9864930274266438,1.0020047006774504,0.15789473684210525,0.0,0.24324324324324326,0.16216216216216217,0.15789473684210525,0.0,0.13513513513513514,0.08108108108108109,0.0,0.21621621621621623,0.0,0.13513513513513514,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.0,0.0,0.10526315789473684,118.5,116.84210526315789,0.0,5.0,0.0,1.0,0.0,1.0
38,1.0,2.0,1.0237655357742692,1.0186295534030885,0.15789473684210525,0.0,0.23684210526315788,0.15789473684210525,0.15789473684210525,0.0,0.13157894736842105,0.10526315789473684,0.0,0.23684210526315788,0.0,0.13157894736842105,0.05,0.10526315789473684,0.05,0.0,0.0,0.10526315789473684,118.5,116.0,0.0,1.0,0.0,1.0,0.0,1.0
39,2.0,2.0,1.0114099347210372,1.016907291589604,0.15789473684210525,0.0,0.23076923076923078,0.15384615384615385,0.15789473684210525,0.0,0.1282051282051282,0.10256410256410256,0.0,0.23076923076923078,0.0,0.1282051282051282,0.047619047619047616,0.10526315789473684,0.047619047619047616,0.0,0.0,0.10526315789473684,118.5,116.04761904761905,0.0,1.0,0.0,2.0,0.0,2.0
40,1.0,2.0,0.9963199776907984,1.0027179167651419,0.15789473684210525,0.0,0.225,0.15,0.15789473684210525,0.0,0.125,0.1,0.0,0.25,0.0,0.125,0.045454545454545456,0.10526315789473684,0.045454545454545456,0.0,0.0,0.10526315789473684,118.5,115.63636363636364,0.0,1.0,0.0,2.0,0.0,2.0
41,2.0,2.0,0.9914184372043129,1.0018539921024752,0.15789473684210525,0.043478260869565216,0.21951219512195122,0.17073170731707318,0.15789473684210525,0.0,0.12195121951219512,0.0975609756097561,0.0,0.24390243902439024,0.0,0.12195121951219512,0.043478260869565216,0.10526315789473684,0.043478260869565216,0.0,0.0,0.10526315789473684,118.5,116.0,0.0,5.0,0.0,1.0,0.0,0.0
42,1.0,1.0,0.9847402959642164,1.0034894612961691,0.15,0.043478260869565216,0.21428571428571427,0.16666666666666669,0.15,0.0,0.11904761904761904,0.09523809523809523,0.0,0.23809523809523808,0.0,0.11904761904761904,0.043478260869565216,0.1,0.043478260869565216,0.0,0.0,0.1,118.70588235294117,116.0,5.0,0.0,2.0,0.0,2.0,0.0
43,1.0,1.0,0.9550468865806633,1.003345179743959,0.19047619047619047,0.043478260869565216,0.23255813953488372,0.16279069767441862,0.14285714285714285,0.0,0.11627906976744186,0.09302325581395349,0.0,0.23255813953488372,0.0,0.11627906976744186,0.043478260869565216,0.09523809523809523,0.043478260869565216,0.0,0.0,0.09523809523809523,119.11111111111111,116.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2.0,1.0,0.9451283205503328,0.993373342382394,0.18181818181818182,0.043478260869565216,0.22727272727272727,0.15909090909090912,0.13636363636363635,0.0,0.13636363636363635,0.09090909090909091,0.0,0.22727272727272727,0.0,0.11363636363636363,0.043478260869565216,0.09090909090909091,0.043478260869565216,0.0,0.0,0.09090909090909091,118.47368421052632,116.0,3.0,0.0,2.0,0.0,2.0,0.0
45,2.0,1.0,0.9376523102907469,0.9924479226083187,0.17391304347826086,0.043478260869565216,0.2222222222222222,0.15555555555555559,0.17391304347826086,0.0,0.15555555555555556,0.08888888888888889,0.0,0.2222222222222222,0.0,0.1111111111111111,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.0,0.0,0.08695652173913043,118.47368421052632,116.0,2.0,0.0,1.0,0.0,0.0,0.0
46,1.0,1.0,0.9388671863561026,0.9917479425496558,0.16666666666666666,0.043478260869565216,0.2391304347826087,0.1521739130434783,0.16666666666666666,0.0,0.15217391304347827,0.08695652173913043,0.021739130434782608,0.21739130434782608,0.021739130434782608,0.10869565217391304,0.043478260869565216,0.08333333333333333,0.043478260869565216,0.0,0.0,0.08333333333333333,118.75,116.0,3.0,0.0,2.0,0.0,0.0,0.0
47,2.0,1.0,0.9191025384197122,0.9853364862582342,0.16,0.043478260869565216,0.23404255319148937,0.148936170212766,0.16,0.0,0.1702127659574468,0.0851063829787234,0.02127659574468085,0.2127659574468085,0.02127659574468085,0.10638297872340426,0.043478260869565216,0.08,0.043478260869565216,0.0,0.0,0.08,118.19047619047619,116.0,1.0,0.0,2.0,0.0,2.0,0.0
48,2.0,1.0,0.9427314466892305,0.9945474450311051,0.15384615384615385,0.043478260869565216,0.22916666666666666,0.1458333333333334,0.15384615384615385,0.0,0.1875,0.08333333333333333,0.041666666666666664,0.20833333333333334,0.020833333333333332,0.10416666666666667,0.043478260869565216,0.07692307692307693,0.043478260869565216,0.0,0.0,0.07692307692307693,118.68181818181819,116.0,5.0,0.0,2.0,0.0,0.0,0.0
49,1.0,1.0,0.9389483702117535,0.9909068209247159,0.14814814814814814,0.043478260869565216,0.24489795918367346,0.14285714285714293,0.14814814814814814,0.0,0.1836734693877551,0.08163265306122448,0.04081632653061224,0.20408163265306123,0.02040816326530612,0.10204081632653061,0.043478260869565216,0.1111111111111111,0.043478260869565216,0.0,0.0,0.1111111111111111,119.17391304347827,116.0,2.0,0.0,2.0,0.0,1.0,0.0
50,2.0,1.0,0.9845244745981376,0.9916238170778405,0.14285714285714285,0.043478260869565216,0.24,0.14000000000000007,0.17857142857142858,0.0,0.2,0.07999999999999999,0.039999999999999994,0.2,0.019999999999999997,0.1,0.043478260869565216,0.10714285714285714,0.043478260869565216,0.0,0.0,0.10714285714285714,119.17391304347827,116.0,2.0,0.0,1.0,0.0,2.0,0.0
51,1.0,1.0,1.010238690669365,0.9903328217123887,0.13793103448275862,0.043478260869565216,0.2549019607843137,0.13725490196078438,0.1724137931034483,0.0,0.19607843137254902,0.07843137254901959,0.039215686274509796,0.19607843137254902,0.019607843137254898,0.09803921568627451,0.043478260869565216,0.13793103448275862,0.043478260869565216,0.0,0.0,0.13793103448275862,118.75,116.0,4.0,0.0,2.0,0.0,2.0,0.0
52,1.0,1.0,1.0071331124537128,0.9900747569396462,0.16666666666666666,0.043478260869565216,0.2692307692307692,0.1346153846153847,0.16666666666666666,0.0,0.19230769230769232,0.0769230769230769,0.03846153846153845,0.19230769230769232,0.019230769230769225,0.09615384615384616,0.043478260869565216,0.13333333333333333,0.043478260869565216,0.0,0.0,0.13333333333333333,118.72,116.0,4.0,0.0,2.0,0.0,0.0,0.0
53,1.0,1.0,1.0127475796560632,0.9895826433324943,0.16129032258064516,0.043478260869565216,0.2641509433962264,0.13207547169811326,0.16129032258064516,0.0,0.18867924528301888,0.07547169811320752,0.03773584905660376,0.18867924528301888,0.01886792452830188,0.09433962264150944,0.043478260869565216,0.12903225806451613,0.043478260869565216,0.0,0.0,0.12903225806451613,118.07692307692308,116.0,5.0,0.0,1.0,0.0,2.0,0.0
54,2.0,2.0,1.0251994801900948,0.993755245637152,0.16129032258064516,0.041666666666666664,0.25925925925925924,0.12962962962962968,0.16129032258064516,0.0,0.18518518518518517,0.07407407407407404,0.03703703703703702,0.18518518518518517,0.01851851851851851,0.09259259259259259,0.041666666666666664,0.12903225806451613,0.041666666666666664,0.0,0.0,0.12903225806451613,118.07692307692308,116.125,0.0,2.0,0.0,2.0,0.0,2.0
55,2.0,2.0,0.9805398745069681,0.9932834655235253,0.16129032258064516,0.08,0.2545454545454545,0.14545454545454553,0.16129032258064516,0.0,0.18181818181818182,0.0727272727272727,0.03636363636363635,0.18181818181818182,0.018181818181818174,0.09090909090909091,0.04,0.12903225806451613,0.04,0.0,0.0,0.12903225806451613,118.07692307692308,116.32,0.0,4.0,0.0,1.0,0.0,0.0
56,2.0,2.0,0.9857671606368406,0.9957643691252381,0.16129032258064516,0.07692307692307693,0.24999999999999997,0.14285714285714293,0.16129032258064516,0.0,0.17857142857142858,0.0714285714285714,0.0357142857142857,0.17857142857142858,0.01785714285714285,0.08928571428571429,0.038461538461538464,0.12903225806451613,0.038461538461538464,0.0,0.0,0.12903225806451613,118.07692307692308,116.61538461538461,0.0,5.0,0.0,1.0,0.0,2.0
57,1.0,2.0,1.0014424157201574,1.0018398873122136,0.16129032258064516,0.07407407407407407,0.24561403508771926,0.14035087719298253,0.16129032258064516,0.0,0.17543859649122806,0.0701754385964912,0.0350877192982456,0.17543859649122806,0.0175438596491228,0.08771929824561403,0.037037037037037035,0.12903225806451613,0.037037037037037035,0.0,0.0,0.12903225806451613,118.07692307692308,116.81481481481481,0.0,2.0,0.0,2.0,0.0,1.0
58,2.0,2.0,0.9865359055035335,1.0097362737060267,0.16129032258064516,0.07142857142857142,0.24137931034482757,0.1551724137931035,0.16129032258064516,0.0,0.1724137931034483,0.06896551724137928,0.03448275862068964,0.1896551724137931,0.01724137931034482,0.10344827586206896,0.03571428571428571,0.12903225806451613,0.03571428571428571,0.0,0.0,0.12903225806451613,118.07692307692308,117.07142857142857,0.0,5.0,0.0,1.0,0.0,2.0
59,1.0,1.0,0.9929140965849255,1.0103223462280082,0.15625,0.07142857142857142,0.23728813559322032,0.152542372881356,0.15625,0.0,0.1694915254237288,0.0677966101694915,0.03389830508474575,0.1864406779661017,0.016949152542372874,0.1016949152542373,0.03571428571428571,0.125,0.03571428571428571,0.0,0.0,0.125,118.25925925925925,117.07142857142857,3.0,0.0,2.0,0.0,1.0,0.0
60,1.0,1.0,1.034439102989739,1.010101030915089,0.18181818181818182,0.07142857142857142,0.24999999999999997,0.15000000000000005,0.15151515151515152,0.0,0.16666666666666666,0.06666666666666664,0.03333333333333332,0.18333333333333332,0.01666666666666666,0.1,0.03571428571428571,0.12121212121212122,0.03571428571428571,0.0,0.0,0.12121212121212122,118.42857142857143,117.07142857142857,5.0,0.0,1.0,0.0,0.0,0.0
61,2.0,1.0,1.0190640762842893,1.0066147114433734,0.17647058823529413,0.07142857142857142,0.24590163934426226,0.14754098360655743,0.14705882352941177,0.0,0.18032786885245902,0.06557377049180325,0.03278688524590163,0.18032786885245902,0.016393442622950814,0.09836065573770492,0.03571428571428571,0.11764705882352941,0.03571428571428571,0.0,0.0,0.11764705882352941,118.48275862068965,117.07142857142857,1.0,0.0,2.0,0.0,2.0,0.0
62,1.0,1.0,1.0150345300905075,1.0066147114433734,0.17142857142857143,0.07142857142857142,0.24193548387096772,0.1451612903225807,0.14285714285714285,0.0,0.1774193548387097,0.06451612903225805,0.032258064516129024,0.1774193548387097,0.016129032258064512,0.0967741935483871,0.03571428571428571,0.11428571428571428,0.03571428571428571,0.0,0.0,0.11428571428571428,118.7,117.07142857142857,0.0,0.0,0.0,0.0,0.0,0.0
63,1.0,1.0,1.0180337070566048,1.007290058115601,0.19444444444444445,0.07142857142857142,0.25396825396825395,0.1428571428571429,0.1388888888888889,0.0,0.1746031746031746,0.06349206349206347,0.03174603174603174,0.1746031746031746,0.01587301587301587,0.09523809523809523,0.03571428571428571,0.1111111111111111,0.03571428571428571,0.0,0.0,0.1111111111111111,118.80645161290323,117.07142857142857,3.0,0.0,2.0,0.0,0.0,0.0
64,1.0,2.0,1.0678925465791245,1.0120357280310333,0.19444444444444445,0.06896551724137931,0.25,0.14062500000000006,0.1388888888888889,0.0,0.171875,0.07812499999999999,0.031249999999999993,0.1875,0.015624999999999997,0.09375,0.034482758620689655,0.1111111111111111,0.034482758620689655,0.0,0.0,0.1111111111111111,118.80645161290323,117.13793103448276,0.0,5.0,0.0,1.0,0.0,2.0
65,2.0,2.0,1.0814115329436191,1.0157642489954428,0.19444444444444445,0.06666666666666667,0.24615384615384617,0.13846153846153852,0.1388888888888889,0.0,0.16923076923076924,0.07692307692307691,0.030769230769230764,0.18461538461538463,0.015384615384615382,0.09230769230769231,0.03333333333333333,0.1111111111111111,0.03333333333333333,0.0,0.0,0.1111111111111111,118.80645161290323,117.3,0.0,5.0,0.0,1.0,0.0,1.0
66,1.0,2.0,1.0451942338179443,1.0070848453430101,0.19444444444444445,0.06451612903225806,0.24242424242424243,0.1363636363636364,0.1388888888888889,0.0,0.16666666666666666,0.0909090909090909,0.030303030303030297,0.19696969696969696,0.015151515151515148,0.09090909090909091,0.03225806451612903,0.1111111111111111,0.03225806451612903,0.0,0.0,0.1111111111111111,118.80645161290323,117.54838709677419,0.0,1.0,0.0,1.0,0.0,2.0
67,2.0,2.0,1.0599913020574914,1.0064342801551702,0.19444444444444445,0.0625,0.23880597014925373,0.13432835820895528,0.1388888888888889,0.0,0.16417910447761194,0.08955223880597013,0.02985074626865671,0.19402985074626866,0.014925373134328354,0.08955223880597014,0.03125,0.1111111111111111,0.03125,0.0,0.0,0.1111111111111111,118.80645161290323,117.21875,0.0,3.0,0.0,2.0,0.0,2.0
68,2.0,2.0,1.0442464010629156,1.0081616255952972,0.19444444444444445,0.06060606060606061,0.23529411764705882,0.13235294117647065,0.1388888888888889,0.0,0.16176470588235295,0.08823529411764705,0.029411764705882346,0.19117647058823528,0.014705882352941173,0.08823529411764706,0.030303030303030304,0.1111111111111111,0.030303030303030304,0.0,0.0,0.1111111111111111,118.80645161290323,117.60606060606061,0.0,4.0,0.0,1.0,0.0,1.0
69,1.0,2.0,1.0621619161552058,1.0095986901574197,0.19444444444444445,0.058823529411764705,0.2318840579710145,0.1304347826086957,0.1388888888888889,0.0,0.15942028985507245,0.10144927536231883,0.028985507246376805,0.18840579710144928,0.014492753623188403,0.08695652173913043,0.029411764705882353,0.1111111111111111,0.029411764705882353,0.0,0.0,0.1111111111111111,118.80645161290323,117.79411764705883,0.0,4.0,0.0,2.0,0.0,2.0
70,1.0,2.0,1.0619582287403073,1.0105681768978918,0.19444444444444445,0.05714285714285714,0.24285714285714285,0.12857142857142861,0.1388888888888889,0.0,0.1571428571428571,0.09999999999999999,0.028571428571428564,0.18571428571428572,0.014285714285714282,0.08571428571428572,0.02857142857142857,0.1111111111111111,0.02857142857142857,0.0,0.0,0.1111111111111111,118.80645161290323,117.37142857142857,0.0,5.0,0.0,1.0,0.0,2.0
71,1.0,2.0,1.0434186497664641,1.0053017931450459,0.19444444444444445,0.05555555555555555,0.2535211267605634,0.12676056338028174,0.1388888888888889,0.0,0.15492957746478872,0.09859154929577464,0.028169014084507036,0.18309859154929578,0.014084507042253518,0.08450704225352113,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.0,0.0,0.1111111111111111,118.80645161290323,117.27777777777777,0.0,4.0,0.0,2.0,0.0,1.0
72,1.0,1.0,1.0460721322710516,1.0057939972649252,0.21621621621621623,0.05555555555555555,0.2638888888888889,0.12500000000000006,0.13513513513513514,0.0,0.1527777777777778,0.09722222222222221,0.027777777777777773,0.18055555555555555,0.013888888888888886,0.08333333333333333,0.05555555555555555,0.10810810810810811,0.05555555555555555,0.0,0.0,0.10810810810810811,119.15625,117.27777777777777,4.0,0.0,2.0,0.0,0.0,0.0
73,1.0,1.0,1.0472807874895265,1.0054562682262402,0.23684210526315788,0.05555555555555555,0.273972602739726,0.12328767123287676,0.13157894736842105,0.0,0.1506849315068493,0.0958904109589041,0.027397260273972598,0.1780821917808219,0.013698630136986299,0.0821917808219178,0.05555555555555555,0.10526315789473684,0.05555555555555555,0.0,0.0,0.10526315789473684,119.3030303030303,117.27777777777777,4.0,0.0,2.0,0.0,0.0,0.0
74,2.0,1.0,1.0367604756679798,1.0052918723777304,0.23076923076923078,0.05555555555555555,0.2702702702702703,0.12162162162162167,0.1282051282051282,0.0,0.16216216216216217,0.0945945945945946,0.02702702702702702,0.17567567567567569,0.01351351351351351,0.08108108108108109,0.05555555555555555,0.10256410256410256,0.05555555555555555,0.0,0.0,0.10256410256410256,119.47058823529412,117.27777777777777,5.0,0.0,1.0,0.0,2.0,0.0
