F1,F2,F3,F4,F5,F6,point_victor
0.565890897,1.821061858,91.26972129,0.065742784,0.048458498,-0.013998282,1
0.593836537,1.797612304,91.30395008,0.064729563,0.048013706,-0.014211639,0
0.588503889,2.534580742,91.18059232,0.063748641,0.05573853,-0.017598359,0
0.584177612,1.4294299,91.06180334,0.077422674,0.055207192,-0.017763778,1
0.579370244,1.77416275,90.99126233,0.076235802,0.054683605,-0.017925304,1
0.585084463,1.08449584,91.03418213,0.075086274,0.054167749,-0.018083075,1
0.602217022,-3.417822449,90.97593806,0.074699956,0.053327659,-0.02028541,0
0.606910921,-3.80810313,91.12945531,0.074322417,0.060207127,-0.019477065,0
0.612936481,-3.778952179,91.04494555,0.073953362,0.063474811,-0.014182363,1
0.628236443,-3.06446595,91.22657848,0.073592508,0.062559313,-0.013523413,1
0.632176171,-3.43628454,91.43588883,0.073239586,0.061663935,-0.012906494,1
0.637460549,-2.663496411,91.50630078,0.072894335,0.068153683,-0.0026802,0
0.635970491,-3.778952179,91.37274906,0.07255651,0.067217406,-0.002390875,1
0.650088192,-3.760490088,91.38271362,0.072225872,0.073509995,0.007032141,0
0.651425255,-3.778952179,91.53240978,0.071902194,0.072537048,0.007055486,0
0.65522002,-2.721798311,91.65242104,0.07158526,0.078643128,0.004325564,0
0.642592244,2.534580742,91.66355845,0.070547202,0.077969253,0.004215001,0
0.647022043,2.534580742,91.6386065,0.069540571,0.077304458,0.004106694,1
0.643989243,2.534580742,91.50919997,0.071807935,0.076648705,0.004000575,0
0.64571696,2.902964356,91.58544526,0.070827405,0.076001938,0.003896579,1
0.635911116,1.08449584,91.55734277,0.069874812,0.075364092,0.003794642,1
0.604503856,2.558030296,91.46891033,0.068948925,0.074735091,0.001108274,0
0.598147693,1.844712622,91.54764299,0.068048588,0.074114849,0.004956684,1
0.600581529,1.844712622,91.59155731,0.067172711,0.073503275,0.008731086,1
0.607732858,-2.692647361,91.58659421,0.066878609,0.072645577,0.008739348,1
0.606659927,-3.80810313,91.68757937,0.069619864,0.071804061,0.008743242,0
0.589802798,-3.43628454,91.82516875,0.072309881,0.070978275,0.008743176,0
0.588876697,-3.075154809,91.88586867,0.071976381,0.076442234,0.006296777,0
0.609502336,-4.150770769,91.77614033,0.071649002,0.075589048,0.006312264,1
0.611260874,-3.40713359,91.57466262,0.071327574,0.078114566,0.006324381,1
0.610352653,-2.692647361,91.54235089,0.071011938,0.077261686,0.006333409,1
0.612225863,-3.388671498,91.56397279,0.070701938,0.076424037,0.013624699,0
0.618436284,-3.43628454,91.66911598,0.070397425,0.081598034,0.011147945,0
0.608552205,-3.06446595,91.71677418,0.070098255,0.083982227,0.011029652,1
0.610275693,-2.27321573,91.66680026,0.069804287,0.086324956,0.010914199,1
0.610414446,-3.40713359,91.76389925,0.069515388,0.085438059,0.022740603,1
0.616906743,2.510929978,91.74274213,0.068673089,0.084821017,0.02266354,1
0.617402673,1.821263068,91.628094,0.067852522,0.084211031,0.022587783,1
0.610604548,1.08449584,91.56323179,0.067052809,0.086716908,0.022513299,1
0.608114925,2.142546364,91.56626208,0.066273119,0.086095041,0.025805836,1
0.61634262,-2.692647361,91.65969672,0.066007698,0.085254742,0.025451836,1
0.641023045,-3.0936169,91.70856027,0.065746627,0.084428217,0.01709511,0
0.653614716,-3.778952179,91.60226785,0.065489802,0.083615132,0.016884399,0
0.657095413,-3.43628454,91.63455455,0.06523712,0.082815162,0.00890616,0
0.671285968,-3.43628454,91.6890762,0.06498848,0.082027991,0.008821332,0
0.663065207,2.189646682,91.76204935,0.064248756,0.081479129,0.008762782,1
0.640289812,1.452879454,91.7934917,0.063527029,0.080936015,0.008705154,0
0.638520215,2.534580742,91.68793236,0.062822611,0.080398636,0.008648426,1
0.583823633,1.797813514,91.70035564,0.062134851,0.079866972,0.008592578,1
0.569164998,1.476329008,91.70771046,0.061463128,0.079340997,0.008537589,0
0.557959914,2.534580742,91.73818756,0.060806859,0.078820682,0.00848344,1
0.552346206,-3.075154809,91.67600358,0.060583987,0.078115087,0.000952542,0
0.546033541,-1.93054809,91.77395825,0.060364466,0.077420102,0.000982291,0
0.545098985,-3.43628454,91.66885141,0.060148221,0.07673549,0.001010395,1
0.559320785,-3.016852909,91.76371147,0.059935179,0.076061021,0.001036948,0
0.554778552,-2.692647361,91.62635442,0.059725271,0.07539647,0.001062038,0
0.557093712,2.189646682,91.70203891,0.059099925,0.07257803,0.003974832,1
0.555634657,2.166197128,91.63494638,0.05848859,0.072149533,0.003918646,1
0.561043341,1.797813514,91.67717608,0.057890772,0.071724688,0.003863269,1
0.537924968,1.797813514,91.7492981,0.057306001,0.073946022,0.003808683,1
0.560923841,-3.778952179,91.81363107,0.057110768,0.073309188,0.003813915,0
0.5613265,1.08449584,91.87518921,0.056541347,0.072881926,0.003760861,1
0.567964661,1.797813514,91.81871984,0.055984041,0.07245843,0.003708549,1
0.568340928,-3.760490088,91.8810423,0.055796885,0.071847945,0.001882137,0
0.555209417,-2.70333622,91.95510832,0.05561231,0.071245881,-0.004796012,0
0.561030559,1.797813514,91.98099467,0.055071825,0.070842822,-0.004821266,1
0.570836431,2.165995918,91.97257636,0.054542559,0.070443189,-0.004846175,1
0.573007712,-2.320828771,92.02421641,0.054365416,0.069865367,-0.004744136,0
0.593267692,-2.320828771,91.92189987,0.056346085,0.069295301,-0.004645492,0
0.587138438,1.037395522,91.99269492,0.055818011,0.071380796,-0.001976788,1
0.589362901,1.405779136,92.05769543,0.055300536,0.070986744,0.000656569,1
0.594256907,-3.075154809,92.12162029,0.055118631,0.074881076,0.000717407,0
0.593061073,-3.778952179,92.17725755,0.054939104,0.074295477,0.000775601,0
0.600147373,1.797813514,92.21230442,0.054436603,0.073890607,0.000718627,0
0.566321316,0.692461462,92.14218822,0.053943953,0.07348917,0.00066239,1
0.560405126,1.4294299,92.07368384,0.05346085,0.077435011,0.000606873,0
0.560121253,2.142546364,92.1244016,0.052987002,0.077012753,0.000552063,1
0.560597402,1.037395522,92.1244016,0.054554785,0.076594256,0.000497947,0
0.559596117,2.165995918,92.12356427,0.054085835,0.0761795,0.000444512,1
0.569284409,2.534580742,92.12274557,0.053625497,0.075768467,0.000391745,1
0.554506883,-3.778952179,92.16410759,0.053450953,0.075213485,0.000452285,1
0.55673607,-4.150770769,92.22931805,0.053278565,0.078848323,0.000510338,0
0.584897289,-2.663496411,92.16321952,0.053108292,0.078281255,-0.001052479,0
0.585066932,-3.06446595,92.21449124,0.052940095,0.077721103,-0.000989184,1
0.58842657,-3.778952179,92.276377,0.052773937,0.079409869,-0.000928164,1
0.587937911,-3.075154809,92.32293931,0.052609781,0.082931841,0.002238396,0
0.593678489,-3.40713359,92.28829822,0.052447591,0.082353904,0.002243679,1
0.61332031,-3.760490088,92.35079659,0.052287331,0.081782848,0.006824955,0
0.617521486,-3.40713359,92.33945588,0.052128969,0.081218549,0.005210215,0
0.634961319,-1.587880451,92.33921017,0.051972469,0.080660889,0.005166662,1
0.642120849,-3.388671498,92.38998418,0.0518178,0.080109751,0.005123934,0
0.639452844,-4.150770769,92.43393878,0.051664929,0.083504795,0.003548194,0
0.625057641,2.534580742,92.35348778,0.05123639,0.083091238,0.005873189,1
0.607168414,2.534580742,92.35732186,0.050815555,0.082680957,0.00817146,1
0.625111548,2.189646682,92.40932045,0.050402203,0.082273942,0.006627983,0
0.637542865,1.77416275,92.34271441,0.051820893,0.081870182,0.006600999,0
0.636219606,1.452879454,92.31020913,0.05141157,0.081469665,0.00657432,1
0.616307735,2.165995918,92.3430969,0.051009237,0.079251889,0.008817006,1
0.613454106,-2.663496411,92.2763385,0.050858041,0.080794544,0.008755609,1
0.623904308,-2.674185269,92.32491342,0.050708526,0.082320059,0.010939034,1
0.635829923,-1.93054809,92.24928386,0.052335025,0.081784788,0.010867153,0
0.638300599,-3.06446595,92.28645285,0.052179037,0.0812554,0.010796327,1
0.609983815,-3.778952179,92.35408771,0.052024754,0.080731797,0.017999795,1
0.607268757,1.844712622,92.41476344,0.051627809,0.078560586,0.020146197,1
0.602461519,2.165995918,92.46363506,0.051237449,0.078212084,0.022269393,1
0.599197756,1.797813514,92.42784636,0.050853501,0.077865815,0.02219829,1
0.596595606,1.821061858,92.42784636,0.052193228,0.077521786,0.022127947,0
0.576384997,1.821061858,92.40657945,0.051812469,0.075448759,0.024206721,1
0.575941159,-3.778952179,92.35389934,0.051658813,0.074957959,0.024023722,1
0.570683026,-3.0936169,92.35856708,0.051506774,0.074472325,0.022455372,0
0.568218399,-3.80810313,92.29249355,0.051356327,0.073991777,0.02228586,0
0.56255182,-3.06446595,92.2179274,0.051207447,0.073516234,0.02211925,1
0.568988726,-3.035315,92.17461762,0.051060111,0.073045619,0.020588538,0
0.583926774,-4.150770769,92.23471927,0.050914293,0.076072849,0.020434534,0
0.5865144,2.902964356,92.21387351,0.050548888,0.075762032,0.022444378,1
0.580961779,2.510929978,92.22727484,0.050189208,0.07545287,0.022373032,1
0.579865593,1.797813514,92.14993938,0.049835109,0.07514538,0.022302411,1
0.602253856,1.821061858,92.13714766,0.049486451,0.073173661,0.024272368,1
0.61162809,-3.43628454,92.16698665,0.049347886,0.072713868,0.024102907,0
0.610967344,-3.035315,92.14844282,0.049210707,0.072258673,0.023936133,1
0.620262839,-3.40713359,92.13029346,0.049074893,0.075179355,0.023771978,0
0.610700252,-3.40713359,92.16393573,0.048940424,0.074716462,0.025609846,1
0.612221832,-3.06446595,92.13675313,0.04880728,0.074258129,0.025440876,1
0.612482409,-3.075154809,92.17277215,0.048675441,0.07380429,0.024336306,0
0.615978534,-3.075154809,92.14605467,0.048544888,0.073354878,0.01967001,0
0.6219776,-3.0936169,92.16472444,0.048415603,0.07290983,0.015082337,0
0.582927349,2.142546364,92.11273051,0.048082781,0.072640344,0.015018007,1
0.57271468,1.844712622,92.10079132,0.047754982,0.072371925,0.016896091,1
0.570646394,1.452879454,92.04391529,0.047432084,0.072104598,0.016823698,1
0.562948196,2.534580742,92.04242192,0.048643302,0.071838389,0.016751994,0
0.560640937,2.189646682,92.09162034,0.04832261,0.071573319,0.01668097,1
0.583341648,-3.016852909,92.04775787,0.048193376,0.072898217,0.016593303,1
0.583493612,-3.06446595,91.95201241,0.048065356,0.072473813,0.016506633,0
0.580715663,-3.075154809,91.90602566,0.047938532,0.072053377,0.016420941,0
0.581314894,-3.417822449,91.94283321,0.047812888,0.074788669,0.016336208,0
0.58361154,-3.0936169,91.98320195,0.047688408,0.074361408,0.015031046,0
0.578751167,2.534580742,92.00954168,0.047378243,0.074094332,0.014969533,1
0.578160816,1.08429463,92.00954168,0.048545727,0.073828374,0.014908584,0
0.560738391,1.405779136,92.05095417,0.049704092,0.073563555,0.014848191,0
0.556815056,2.534580742,92.06389179,0.049393606,0.07329989,0.014788348,1
0.533334075,2.142546364,92.06389179,0.050540593,0.073037399,0.014729046,0
0.52873448,2.166197128,92.00329396,0.056584708,0.072776095,0.014670279,0
0.525369456,-2.349979721,92.02175129,0.056448475,0.075414043,0.014596313,0
0.526429697,-3.778952179,91.99378573,0.056313458,0.075003256,0.014523157,1
0.533562415,-4.150770769,91.96219335,0.056179641,0.077607858,0.014450799,0
0.535817269,-2.663496411,92.00107354,0.056047009,0.08018941,0.013211896,0
0.574344517,-3.417822449,91.9740672,0.055915545,0.079763015,0.014925495,1
0.578898241,-3.43628454,91.92737038,0.055785235,0.07934036,0.014852733,1
0.575416601,-3.06446595,91.91751424,0.055656062,0.078921397,0.014780736,1
0.583021193,-3.075154809,91.96605741,0.055528013,0.081452342,0.016693774,0
0.582948299,-3.778952179,91.99532494,0.055401072,0.083961373,0.016601002,0
0.569034051,-3.778952179,91.99292167,0.055275226,0.085122527,0.018250301,1
0.578939503,-3.778952179,91.99276148,0.05515046,0.084685939,0.01702008,0
0.584260722,-3.760490088,92.02901066,0.05502676,0.085834072,0.018654164,1
0.588987574,-3.035315,91.97277445,0.054904113,0.086972433,0.018555965,1
0.588996732,-2.70333622,91.98080441,0.054782506,0.086533557,0.017634004,0
0.581347453,-2.663496411,91.9447435,0.054661925,0.088957629,0.016427221,0
0.586970819,-3.40713359,91.97644699,0.054542357,0.0885141,0.016339364,1
0.602355712,-3.80810313,91.95582294,0.054423789,0.088074283,0.016252547,0
0.607703573,-3.43628454,91.95388651,0.05430621,0.087638131,0.016166749,0
0.606962254,1.405779136,92.00334693,0.053967532,0.087346295,0.016118757,1
0.611751142,1.797813514,92.01593142,0.054960657,0.087055669,0.016071161,0
0.609573077,1.452678244,92.01593142,0.055947449,0.086766268,0.016023958,0
0.61065385,2.189646682,92.01342169,0.055611714,0.086478106,0.015977141,0
0.604656635,1.797813514,92.052255,0.061753483,0.086191196,0.015930707,1
0.596594003,1.821061858,92.04362998,0.067794381,0.085905548,0.015884649,1
0.587012094,2.213096236,92.03805033,0.067368239,0.085621173,0.017474162,1
0.593007695,1.4294299,91.97216224,0.06694795,0.085338081,0.017422253,1
0.60391249,-3.760490088,91.94842185,0.066828332,0.084932949,0.017333956,0
0.610867653,-2.663496411,91.98282241,0.066709671,0.084531059,0.017246654,1
0.620756503,-2.663496411,91.90925077,0.066591955,0.086832135,0.01610927,0
0.632944613,-3.778952179,91.92210257,0.066475173,0.086425898,0.014981189,0
0.629164078,-3.778952179,91.95236903,0.066359315,0.086022872,0.014905041,1
0.62666771,-2.663496411,91.99264684,0.066244368,0.085623019,0.014829753,1
0.623228781,-3.778952179,92.0322952,0.067389773,0.085226302,0.014755307,0
0.62395884,-2.70333622,92.01970189,0.0672717,0.084832685,0.011213167,0
0.63781527,2.534580742,92.01970189,0.06810925,0.084565462,0.011176866,0
0.631839605,1.42922869,91.96060779,0.06769786,0.084299325,0.011140847,1
0.626361823,1.821263068,91.96189375,0.067291942,0.084034282,0.011105105,1
0.598471158,1.08429463,91.9631588,0.066891378,0.083770346,0.011069639,1
0.600593839,-0.41289059,92.01450606,0.066496056,0.08214916,0.01258193,1
0.592692164,-2.692647361,92.03625962,0.066378642,0.081773398,0.012526933,1
0.595071283,-2.674185269,92.03612021,0.066262121,0.081400494,0.012472458,1
0.596157104,-2.30236668,92.06771147,0.066146483,0.081030415,0.012418497,0
0.598020217,-3.760490088,92.09882396,0.066031718,0.082059171,0.012365042,1
0.613153875,-2.645034319,92.13173562,0.065917815,0.081689399,0.013925912,0
0.612995436,-3.760490088,92.16190631,0.065804766,0.08270798,0.018443598,1
0.617565181,1.797612304,92.19034232,0.065419784,0.082462977,0.018408264,1
0.602279868,2.510929978,92.12793021,0.065039769,0.082218834,0.019874655,1
0.592856527,0.715911016,92.12793021,0.0658541,0.081975565,0.019834283,0
0.587373681,1.797813514,92.12900867,0.065479326,0.08173318,0.019794208,1
0.576467288,2.166197128,92.13546327,0.065109254,0.081491691,0.019754428,1
0.572038056,-3.417822449,92.09612161,0.064996803,0.08113569,0.019650378,0
0.571554763,-3.43628454,92.09979883,0.064885173,0.080782287,0.019547538,1
0.570065712,-3.075154809,92.06777335,0.064774355,0.080431454,0.016204181,0
0.578680765,-3.778952179,92.03621192,0.06466434,0.082538385,0.01516739,0
0.593578617,-2.692647361,91.98913365,0.06571454,0.082183746,0.015090798,0
0.59015232,1.797813514,91.9580299,0.065348918,0.081947074,0.016512425,1
0.590862461,1.4294299,91.9035096,0.064987797,0.081711243,0.016476215,1
0.603241744,1.797813514,91.93413342,0.065778088,0.081476259,0.016440264,0
0.59382766,2.189646682,91.95644886,0.065421622,0.081242133,0.017841912,1
0.6037006,2.902964356,91.96285805,0.065069427,0.081008872,0.017801372,0
0.59360088,2.166197128,91.91765642,0.06472142,0.080776485,0.017761119,0
0.585273994,1.797612304,91.96005145,0.064377521,0.080544979,0.01914331,1
0.584502788,2.534580742,91.96121699,0.064037652,0.08031436,0.019098631,1
0.589201878,-2.645034319,91.97823855,0.063927329,0.079981728,0.019009752,0
0.588936192,-3.06446595,91.89110572,0.063817774,0.079651413,0.018921796,1
0.58373793,-3.035315,91.92401474,0.06370898,0.081676312,0.017918721,0
0.599597476,-3.43628454,91.90368119,0.063600939,0.08134242,0.017835733,1
0.612575891,-3.06446595,91.88363001,0.063493643,0.082286524,0.017753602,1
0.613958204,-3.06446595,91.84854526,0.063387085,0.08195283,0.023307067,1
0.623378318,1.08449584,91.84717446,0.064155527,0.081724327,0.023262859,0
0.614323074,1.844712622,91.86583226,0.063824187,0.081496668,0.023218954,1
0.599534612,1.037395522,91.84449198,0.063496636,0.082528194,0.024549134,1
0.599331229,2.166197128,91.88755608,0.063172803,0.082297972,0.024501166,0
0.586644556,2.166197128,91.88839535,0.062852621,0.082068639,0.023562252,0
0.582812575,1.4294299,91.92811308,0.067836084,0.081840198,0.023517929,1
0.568075,2.534580742,91.96486168,0.067487671,0.081612654,0.023473905,1
0.565748032,2.166197128,91.97233728,0.067143185,0.081386011,0.023430174,1
1.500834861,-3.035315,47.95109467,0,0,0,1
1.266795527,-3.778952179,51.50302761,0,0,0,0
0.826034338,-3.06446595,49.72706114,0,0,0,0
0.870009004,-3.80810313,48.17309048,0,0,0,1
0.867264258,-1.511116459,48.17309048,0,0,0,1
0.862023283,-3.778952179,49.69002639,0,0,0.059494918,0
0.864095404,-3.778952179,50.65941315,0,0,0.050995644,0
0.845999431,-2.320828771,50.14644808,0,0,0.044621188,1
0.837009408,-3.80810313,50.37205866,0,0,0.039663278,0
0.775813899,-3.43628454,50.89276455,0,0,0.035696951,1
0.776667254,-2.70333622,51.66445977,0,0,-0.023185705,0
0.756583667,-2.692647361,51.00419202,0.029196334,0,-0.021053702,0
0.756249275,2.534580742,98.28991503,0.026763306,0,0.014602697,1
0.738101865,2.510929978,91.38688977,0.024704591,0,0.013704763,1
0.716067661,2.166197128,92.76749482,0.022939977,0,0.041784643,1
0.712607118,1.060845076,93.63037298,0.021410645,0,0.039194303,1
0.704001554,-3.760490088,93.59810993,0.02007248,0,0.036702406,0
0.757134141,-2.692647361,93.33171615,0.018891746,0,0.034509355,1
0.781928937,-4.150770769,93.45221287,0.017842205,0,0.017907835,0
0.781341862,-3.43628454,93.67502884,0.016903141,0,0.016942189,0
0.787864292,-3.035315,93.42599169,0.016057984,0,0.016075693,0
0.755158427,1.405779136,94.15080934,0.015293318,0,0.015408656,1
0.735687577,2.902964356,94.69154633,0.014598167,0,0.033161056,1
0.71960101,2.902964356,94.53540646,0.027926929,0,0.031809181,0
0.694824675,2.510929978,94.5908772,0.026763306,0,0.030569961,1
0.688114874,1.797612304,94.82577182,0.025692774,0,0.02942988,1
0.686449831,-3.0936169,94.60602567,0.024704591,0,0.028262612,0
0.684873491,-3.43628454,94.83001527,0.023789606,0,0.027185392,0
0.681521023,-3.06446595,94.58643062,0.022939977,0,0.026188053,1
0.690537348,-3.075154809,94.83339171,0.022148943,0,0.000840312,0
0.692724684,-3.80810313,94.82426248,0.021410645,0,0.000977762,0
0.682563714,2.166197128,94.73605714,0.020719979,0,0.013554722,1
0.678013676,1.08449584,93.72256754,0.02007248,0,0.012723949,0
0.68185708,2.189646682,93.97097183,0.019464223,0,0.011943526,1
0.684620123,2.534580742,94.07495973,0.018891746,0,0.01120901,1
0.664000151,2.902964356,93.99151655,0.018351982,0,0.010516466,1
0.669642996,-3.760490088,94.00339601,0.017842205,0,0.01042892,0
0.644680807,-3.075154809,94.07215222,0.017359983,0,-0.010209591,0
0.636400839,-3.80810313,94.09817756,0.016903141,0,-0.00959398,0
0.635959491,-3.0936169,94.2109176,0.016469727,0,-0.028177946,0
0.615287599,2.558030296,94.20763045,0.024086976,0,-0.028368007,0
0.620083384,2.166197128,94.33418592,0.023499489,0,-0.028548796,1
0.606998475,2.902964356,94.36464045,0.030586636,0,-0.028720977,0
0.599465668,1.405779136,94.10408507,0.037344149,0,-0.028885149,0
0.601804462,1.452879454,93.6166346,0.082913875,0,-0.029041859,0
0.605011936,-2.663496411,93.37916894,0.081940664,0,-0.027866405,1
0.60701345,-3.43628454,93.61972795,0.081009766,0,-0.026779097,0
0.607676767,-3.778952179,93.84310312,0.080118481,0,-0.025770558,1
0.616969156,-3.760490088,94.06638231,0.079264333,0,-0.024832685,0
0.620302574,-3.760490088,94.11197853,0.078445049,0,-0.023958434,0
0.622646339,-3.778952179,94.26921085,0.077658535,0.013552817,-0.02314166,0
0.630463434,2.142546364,94.43452015,0.074946896,0.013287075,-0.015338452,1
0.617057342,2.166197128,94.53477838,0.072450605,0.013031555,-0.01560255,1
0.608326184,2.166197128,94.50041267,0.070142612,0.012785677,-0.00823605,1
0.608417465,1.797612304,94.60409445,0.068000413,0.012548905,-0.001142382,1
0.620072529,-3.778952179,94.75149917,0.067351605,0.024641485,-0.00556588,0
0.619537672,-3.43628454,94.80924398,0.06672597,0.036302189,-0.009851754,0
0.618881781,-2.70333622,94.80898299,0.066122286,0.035665308,-0.009377185,1
0.608513013,-2.663496411,94.65440785,0.071076655,0.035050389,-0.008935455,0
0.609859909,-3.075154809,94.66089054,0.070419695,0.034456315,-0.021692734,0
0.617695205,1.452678244,94.75593222,0.068438133,0.033882043,-0.0218952,1
0.616844198,1.821061858,94.84337053,0.066585113,0.02626311,-0.015469822,1
0.63288079,1.821061858,94.79133235,0.064847198,0.019205441,-0.009251714,1
0.636248558,1.844712622,94.80706573,0.063212857,0.01264781,-0.003231007,1
0.641694265,-3.075154809,94.76385517,0.062655288,0.012143612,-0.015409673,0
0.667708332,-2.663496411,94.63898127,0.062114875,0.011654929,-0.018806496,0
0.664711446,-3.035315,94.54404712,0.066456894,0.011181054,-0.018124095,0
